Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
4020.a2.txt,1658.03,932.64,738.34,453.37,8,8,8
3064.a2.txt,1913.88,1064.59,825.36,382.78,1,1,1
0133.a2.txt,1806.76,975.85,956.52,512.08,2,2,2
0209.a2.txt,2260.02,887.0,716.89,303.77,6,6,6
1067.a2.txt,2264.38,1260.71,966.95,465.12,6,6,6
1022.a2.txt,2224.85,1242.6,568.05,378.7,4,4,4
0106.a2.txt,1692.31,1088.76,733.73,544.38,2,2,2
1095.a2.txt,1867.47,1349.4,602.41,385.54,2,2,2
2020.a2.txt,2418.6,728.68,1178.29,341.09,2,2,2
5040.a2.txt,2030.46,1205.58,609.14,545.69,1,1,1
1104.a2.txt,1961.26,1065.38,799.03,423.73,3,3,3
5032.a2.txt,2068.51,1080.37,830.04,553.36,3,3,3
0199.a2.txt,1939.02,1073.17,890.24,329.27,1,1,1
0143.a2.txt,1965.81,1143.16,897.44,405.98,1,1,1
2005.a2.txt,2028.05,1165.05,722.76,442.29,2,2,2
2031.a2.txt,1837.66,1025.93,935.74,676.44,1,1,1
3068.a2.txt,1771.08,1072.29,674.7,530.12,3,3,3
0102.a2.txt,1804.25,1108.49,672.17,672.17,4,4,4
3033.a2.txt,1812.81,1280.79,679.8,433.5,6,6,6
1074.a2.txt,1955.19,1048.88,896.13,498.98,2,2,2
2049.a2.txt,1597.35,1058.6,586.01,661.63,3,3,3
0197.a2.txt,1858.41,910.24,733.25,594.18,1,1,1
0146.a2.txt,1600.42,1401.67,669.46,502.09,1,1,1
0179.a2.txt,1966.15,1197.92,963.54,390.62,1,1,1
2062.a2.txt,1613.66,1201.41,730.27,636.04,1,1,1
0226.a2.txt,1762.5,1112.5,837.5,550.0,1,1,1
0139.a2.txt,1812.17,1164.02,740.74,582.01,2,2,2
0156.a2.txt,1752.43,1084.84,681.5,514.6,2,2,2
0155.a2.txt,2002.52,1259.45,1070.53,692.7,2,2,2
4039.a2.txt,1498.37,1156.35,602.61,423.45,4,4,4
5007.a2.txt,1961.72,1028.71,789.47,239.23,1,1,1
2074.a2.txt,1997.66,934.58,946.26,502.34,10,10,10
3040.a2.txt,1580.22,1314.84,566.95,554.89,1,1,1
3067.a2.txt,1908.4,1132.32,712.47,381.68,3,3,3
0224.a2.txt,1758.62,1068.97,425.29,356.32,5,5,5
3001.a2.txt,1191.77,1321.78,520.04,487.54,5,5,5
4001.a2.txt,1753.96,1291.11,694.28,475.03,1,1,1
4014.a2.txt,2083.33,906.86,833.33,453.43,7,7,7
1023.a2.txt,1792.45,1025.94,754.72,731.13,4,4,4
3026.a2.txt,2240.49,1089.41,647.48,462.49,3,3,3
1050.a2.txt,1895.57,942.11,896.71,499.43,1,1,1
0202.a2.txt,2060.24,1385.54,759.04,337.35,1,1,1
1062.a2.txt,2080.54,1029.08,671.14,425.06,2,2,2
0234.a2.txt,1941.62,939.09,926.4,621.83,5,5,5
0188.a2.txt,1604.65,1046.51,802.33,453.49,4,4,4
5002.a2.txt,1497.27,1213.11,666.67,491.8,4,4,4
0236.a2.txt,1529.41,1094.12,811.76,482.35,1,1,1
5029.a2.txt,1898.73,1189.87,683.54,455.7,1,1,1
2040.a2.txt,2033.52,1083.8,692.74,424.58,6,6,6
5008.a2.txt,2183.75,1065.25,932.09,452.73,1,1,1
0122.a2.txt,1778.39,1053.35,738.71,478.8,6,6,6
4043.a2.txt,1301.63,1226.53,901.13,700.88,1,1,1
0223.a2.txt,1948.72,994.87,933.33,266.67,6,6,6
1097.a2.txt,2026.07,1066.35,734.6,450.24,4,4,4
0118.a2.txt,1769.55,1385.46,877.91,397.81,1,1,1
5016.a2.txt,1724.14,1221.26,560.34,201.15,1,1,1
1036.a2.txt,1697.42,1217.71,442.8,553.51,3,3,3
0219.a2.txt,1552.94,1258.82,611.76,635.29,1,1,1
0137.a2.txt,1695.91,1169.59,608.19,561.4,3,3,3
1060.a2.txt,1325.65,931.8,749.28,614.79,12,12,12
4041.a2.txt,1730.98,1444.32,617.42,429.99,1,1,1
2026.a2.txt,1749.71,1089.22,567.79,428.74,4,4,4
5047.a2.txt,2032.15,1182.55,654.42,539.61,3,3,3
0172.a2.txt,2136.42,1081.08,617.76,501.93,1,1,1
1109.a2.txt,1909.48,1244.7,975.95,311.17,1,1,1
5018.a2.txt,1776.47,1023.53,835.29,611.76,1,1,1
1090.a2.txt,1963.56,1194.33,587.04,526.32,4,4,4
4008.a2.txt,1588.79,1137.07,654.21,778.82,1,1,1
4048.a2.txt,2125.79,867.92,905.66,515.72,2,2,2
5006.a2.txt,2094.02,1025.64,1267.81,327.64,3,3,3
4003.a2.txt,1715.01,1311.48,580.08,479.19,1,1,1
3020.a2.txt,2009.29,882.69,708.48,313.59,4,4,4
2075.a2.txt,2012.01,910.91,980.98,510.51,3,3,3
5003.a2.txt,1837.27,1036.75,1036.75,629.92,2,2,2
3042.a2.txt,1740.79,1270.65,876.75,724.27,1,1,1
2067.a2.txt,1325.0,1325.0,837.5,387.5,1,1,1
4017.a2.txt,1893.86,894.9,863.68,686.78,4,4,4
1088.a2.txt,1928.25,1132.29,896.86,414.8,1,1,1
2024.a2.txt,1672.86,1263.94,966.54,470.88,2,2,2
1057.a2.txt,1254.32,1150.75,690.45,448.79,2,2,2
0203.a2.txt,1692.31,946.75,994.08,603.55,1,1,1
1039.a2.txt,860.47,1697.67,453.49,744.19,2,2,2
5046.a2.txt,1834.86,1271.3,838.79,563.56,1,1,1
1055.a2.txt,1607.14,1339.29,765.31,395.41,3,3,3
1010.a2.txt,1986.56,988.48,921.31,460.65,3,3,3
2035.a2.txt,1675.39,1235.6,785.34,513.09,3,3,3
1020.a2.txt,1687.6,1240.19,447.41,533.75,5,5,5
4006.a2.txt,2055.14,989.97,952.38,375.94,2,2,2
3012.a2.txt,1435.96,1125.49,672.7,517.46,1,1,1
4023.a2.txt,1514.36,1422.98,535.25,456.92,1,1,1
2009.a2.txt,1921.57,1032.68,875.82,352.94,1,1,1
2056.a2.txt,1332.44,1184.39,888.29,646.03,1,1,1
0148.a2.txt,1956.27,1093.21,494.82,425.78,9,9,9
2030.a2.txt,1487.12,1498.83,480.09,585.48,2,2,2
1094.a2.txt,1598.12,1269.1,658.05,622.8,1,1,1
2060.a2.txt,1612.9,1206.17,687.24,589.06,3,3,3
1043.a2.txt,1362.01,1218.64,525.69,561.53,2,2,2
5034.a2.txt,1776.65,1230.96,862.94,482.23,5,5,5
1105.a2.txt,1840.91,1090.91,590.91,500.0,1,1,1
0231.a2.txt,2045.2,1129.94,553.67,429.38,3,3,3
4019.a2.txt,1528.82,1453.63,814.54,563.91,2,2,2
0192.a2.txt,1895.95,1179.19,531.79,624.28,4,4,4
1008.a2.txt,1825.78,1133.65,668.26,501.19,2,2,2
2042.a2.txt,1767.07,1084.34,789.83,535.48,1,1,1
2000.a2.txt,1980.87,1188.52,928.96,286.89,7,7,7
0105.a2.txt,1689.61,1251.56,851.06,600.75,1,1,1
0214.a2.txt,1873.59,970.65,835.21,586.91,3,3,3
3041.a2.txt,2228.7,1073.51,618.44,291.72,4,4,4
5035.a2.txt,1947.37,1184.21,868.42,710.53,2,2,2
5011.a2.txt,1627.03,1013.77,838.55,650.81,6,6,6
0237.a2.txt,1906.04,738.26,630.87,348.99,7,7,7
4027.a2.txt,2038.33,905.92,940.77,435.54,2,2,2
2066.a2.txt,2048.02,1101.69,748.59,536.72,2,2,2
2072.a2.txt,1961.04,1116.88,519.48,558.44,1,1,1
0157.a2.txt,1163.9,1401.43,486.94,605.7,1,1,1
1016.a2.txt,1618.42,1342.11,618.42,500.0,2,2,2
0158.a2.txt,1639.34,1248.42,567.47,693.57,2,2,2
3037.a2.txt,2194.53,893.62,917.93,449.85,4,4,4
2023.a2.txt,1514.78,1194.58,738.92,406.4,6,6,6
5004.a2.txt,1476.25,1219.51,462.13,397.95,5,5,5
1077.a2.txt,1804.51,1015.04,789.47,538.85,9,9,9
1034.a2.txt,1444.7,1015.8,744.92,462.75,2,2,2
2069.a2.txt,1734.82,1127.63,718.71,520.45,1,1,1
0185.a2.txt,1720.05,1126.93,569.4,450.77,2,2,2
0149.a2.txt,1955.59,1221.18,640.48,691.72,3,3,3
2036.a2.txt,1693.46,1243.3,739.55,514.47,1,1,1
2048.a2.txt,1765.35,986.84,712.72,526.32,4,4,4
0119.a2.txt,1812.58,1257.71,641.18,419.24,1,1,1
0235.a2.txt,2252.14,1236.23,930.23,465.12,1,1,1
1048.a2.txt,2052.24,1128.73,680.97,466.42,4,4,4
5010.a2.txt,1566.5,916.26,768.47,699.51,11,11,11
4045.a2.txt,1542.86,960.0,720.0,685.71,4,4,4
2058.a2.txt,2076.12,1014.99,761.25,565.17,3,3,3
0204.a2.txt,1900.71,1063.83,652.48,439.72,3,3,3
3065.a2.txt,2312.83,1122.99,949.2,534.76,3,3,3
1068.a2.txt,1523.81,1047.62,869.05,345.24,11,11,11
0128.a2.txt,1824.48,1027.71,692.84,554.27,2,2,2
2061.a2.txt,2050.26,952.38,873.02,608.47,1,1,1
0189.a2.txt,1703.79,857.46,734.97,434.3,4,4,4
1102.a2.txt,1801.8,1137.39,698.2,439.19,5,5,5
0216.a2.txt,1613.64,1125.0,931.82,261.36,1,1,1
5041.a2.txt,1819.41,1266.85,673.85,444.74,2,2,2
4036.a2.txt,1587.71,1177.98,832.27,883.48,3,3,3
1044.a2.txt,1482.5,847.15,801.1,662.98,7,7,7
5038.a2.txt,1947.24,1030.15,967.34,527.64,2,2,2
1070.a2.txt,1845.79,1156.54,619.16,525.7,2,2,2
5048.a2.txt,1598.56,1286.06,552.88,516.83,1,1,1
0207.a2.txt,1873.35,1226.91,672.82,474.93,2,2,2
1061.a2.txt,1487.7,1364.65,693.51,559.28,2,2,2
0187.a2.txt,1796.41,1029.94,910.18,371.26,4,4,4
