Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
1021.b4.txt,1373.58,1079.25,467.92,400.0,12,12,12
0105.b4.txt,1213.92,1146.01,500.85,526.32,15,15,15
1069.b4.txt,1290.58,1168.83,551.95,665.58,12,12,12
2018.b4.txt,1304.7,1329.01,364.67,364.67,11,11,11
1528.b4.txt,1404.9,1119.95,510.27,536.78,9,9,9
1112.b4.txt,1366.22,1195.45,449.08,411.13,14,14,14
1097.b4.txt,1437.87,1086.53,546.52,474.95,14,14,14
1057.b4.txt,1436.71,1107.59,474.68,335.44,10,10,10
0103.b4.txt,1368.1,1095.99,619.8,438.4,10,10,10
0300.b4.txt,1565.87,1060.48,472.25,306.55,14,14,14
1520.b4.txt,1320.29,953.55,556.23,409.54,10,10,10
0107.b4.txt,1798.15,1229.57,653.87,234.54,16,16,16
0139.b4.txt,1511.32,1071.9,492.68,299.6,15,15,15
1023.b4.txt,1243.65,964.47,761.42,812.18,10,10,10
0308.b4.txt,1391.01,1000.85,525.87,542.83,9,9,9
1100.b4.txt,1524.98,1025.42,482.03,297.98,10,10,10
0318.b4.txt,1417.4,948.0,386.56,354.35,22,22,22
0310.b4.txt,1534.94,1088.2,670.1,400.92,14,14,14
1508.b4.txt,1307.8,1083.82,484.1,325.14,14,14,14
0158.b4.txt,1352.66,1207.73,614.22,559.01,12,12,12
0178.b4.txt,1513.45,1103.97,670.41,614.21,12,12,12
0219.b4.txt,1516.54,928.31,468.75,441.18,22,22,22
1003.b4.txt,1566.27,1157.97,481.93,200.8,8,8,8
0140.b4.txt,1183.67,1118.37,383.67,440.82,15,15,15
0165.b4.txt,1203.99,981.6,414.11,383.44,14,14,14
0200.b4.txt,1246.58,931.51,678.08,705.48,12,12,12
1532.b4.txt,1232.09,1124.64,372.49,522.92,17,17,17
2034.b4.txt,1342.28,879.94,596.57,357.94,16,16,16
2030.b4.txt,1344.42,1101.87,575.19,415.8,10,10,10
