Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0502.c1.txt,1330.8,1178.71,380.23,456.27,18,18,18
0238.c1.txt,1067.29,1152.36,348.03,332.56,26,26,26
0165.c1.txt,1750.2,784.16,553.76,274.86,36,36,36
0140.c1.txt,1574.04,912.78,478.7,401.62,40,40,40
0200.c1.txt,1140.57,1025.51,605.3,535.27,22,22,22
0501.c1.txt,1194.54,996.59,430.03,430.03,22,22,22
0219.c1.txt,1342.11,953.95,532.89,506.58,31,31,31
